CharityAddress,CharityAreaOfBenefit,CharityAreaOfOperation,CharityId,CharityName,Complete,Created,Description,DonationCount,DonationDetailCount,Donations,Link,MostRecentDonation,Raised,Target,Title
,,,206394,Battersea,True,2022-06-09,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",0,0,,https://www.justgiving.com/KERRI-KITCHEN1,,0,0,"KERRI's page"
,,,"Eng/Wales 220949,Scot SC037738, IOM 0752, Jers 430","The British Red Cross Society",True,2022-03-17,"The British Red Cross plays a vital role in emergency response, and the ongoing, ever-changing situation concerning the COVID-19 pandemic is no exception.

In times of crisis, we’re here to help people. We’re local and we’re global and we’ve been doing this for 150 years. Our network of incredible staff and volunteers means we are uniquely placed to reach people in fearful, uncertain times. 

But it’s the generosity of our supporters that enables our work to happen quickly and efficiently. We rely on your support to keep us going.",1,1,"2022-03-30 440",https://www.justgiving.com/SOUP-BAND,2022-03-30,440,250,"SOUP's SOUP live at The Globe, Codicote"
,,,"207994 (England & Wales) and SC038731 (Scotland)","Marie Curie",False,2020-12-11,"<p>Thanks for taking the time to visit our JustGiving page.</p><p><span>Marie Curie is the UK’s leading&nbsp;</span><span>end of life charity.</span><span>&nbsp; </span><span>They provide&nbsp;</span><span>frontline nursing and hospice care, a free support line and a wealth of&nbsp;</span><span>information and support on all aspects of dying, death and bereavement.&nbsp; In these uncertain times, raising money to help our local nurses&nbsp;<span>makes&nbsp;such a difference. Every penny means they&nbsp;can provide more care – at home and in our&nbsp;hospices. The money we raise is desperately needed at the moment as coronavirus has forced the Marie Curie team to cancel many of their fundraising activities.&nbsp;</span></span></p><p><span><span>Marie Curie is a charity that's very close to our hearts here at The Kitchen, as Kate explains: ""My mum was diagnosed with stage 4 ovarian cancer in 2014.&nbsp; She had around three years of treatment and also developed Non-Hodgkin's lymphoma before receiving a terminal diagnosis.&nbsp; My sister and I were able to nurse her at home during her final illness and this meant so much to mummy and to us as a family.&nbsp; In the final 3 weeks of her life we had support every night from the nurses at Marie Curie.&nbsp; They didn't just care for mummy, they cared for us all.&nbsp; They calmed our fears, allowed us to rest and provided so much comfort to us all during those lonely night-time hours.&nbsp; They truly were our angels.&nbsp;</span></span></p><p><span></span><span>So this Christmas at The Kitchen, we&nbsp;</span><span>are holding a virtual Raffle Extravaganza to raise money for this wonderful&nbsp;</span><span>cause. </span><span>&nbsp;</span><span><br></span></p><p><span></span></p><p><span>We have a great selection of 15+ prizes to be won, including hampers and vouchers from many of our local businesses. Along with each prize, each winner will receive a £20 Kitchen voucher as well. <span>&nbsp;</span>These prizes will be shared on our social media pages over the coming days and the draw will take place on Tuesday 22nd December!&nbsp;</span></p><p><span></span></p><p><span>Tickets are priced at 1 for £2, 3 for £5 or 6 for £10 and can be purchased in The Kitchen&nbsp;or</span><span>&nbsp;by making a donation to this page - we will email you your ticket number(s) within 48 hours of entry.&nbsp; &nbsp;Please remember to leave your name in the optional 'Your Name' box so that we can contact you should you be one of our lucky winners! You will still have the option to 'Hide' your name from public view should you wish.&nbsp;</span></p><p><span>Thank you for supporting this wonderful cause,</span><br></p><p>The Kitchen Team xx&nbsp;</p>",133,133,"2020-12-23 10/2020-12-22 10/2020-12-22 5/2020-12-22 5/2020-12-22 5/2020-12-22 5/2020-12-22 5/2020-12-22 10/2020-12-22 10/2020-12-22 5/2020-12-22 5/2020-12-22 20/2020-12-22 10/2020-12-22 20/2020-12-22 5/2020-12-22 10/2020-12-22 5/2020-12-22 10/2020-12-22 5/2020-12-22 20/2020-12-22 10/2020-12-22 5/2020-12-22 30/2020-12-22 20/2020-12-22 5/2020-12-22 20/2020-12-22 5/2020-12-22 20/2020-12-22 10/2020-12-22 10/2020-12-22 10/2020-12-22 20/2020-12-22 10/2020-12-22 10/2020-12-21 30/2020-12-21 10/2020-12-21 10/2020-12-21 5/2020-12-21 10/2020-12-21 10/2020-12-21 10/2020-12-21 10/2020-12-21 5/2020-12-20 20/2020-12-20 20/2020-12-20 10/2020-12-20 10/2020-12-20 10/2020-12-19 10/2020-12-19 50/2020-12-18 20/2020-12-18 20/2020-12-18 10/2020-12-18 40/2020-12-18 20/2020-12-18 10/2020-12-18 20/2020-12-17 5/2020-12-17 10/2020-12-17 10/2020-12-17 20/2020-12-17 20/2020-12-16 5/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-16 50/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-16 10/2020-12-15 10/2020-12-15 10/2020-12-15 20/2020-12-15 10/2020-12-15 20/2020-12-15 50/2020-12-15 20/2020-12-15 10/2020-12-15 20/2020-12-15 10/2020-12-15 10/2020-12-15 10/2020-12-14 10/2020-12-14 10/2020-12-13 20/2020-12-13 10/2020-12-13 10/2020-12-13 10/2020-12-13 10/2020-12-13 20/2020-12-13 10/2020-12-13 20/2020-12-13 10/2020-12-13 10/2020-12-13 20/2020-12-12 30/2020-12-12 20/2020-12-12 20/2020-12-12 10/2020-12-12 20/2020-12-12 10/2020-12-11 20/2020-12-11 20/2020-12-11 50",https://www.justgiving.com/Kitchen-Omagh,2020-12-23,2284,1000,"Raffle Extravaganza in aid of Marie Curie"
,,,"1089464, SC041666, 1103 & 247","Cancer Research UK",True,2022-05-04,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",6,6,"2022-05-12 20/2022-05-10 10/2022-05-10 20/2022-05-10 20/2022-05-09 10/2022-05-05 5",https://www.justgiving.com/Phil-Kitchen,2022-05-12,85,0,"Phil's page"
,,,215199,"Diabetes UK",True,2022-04-15,"<p>Welcome to my Diabetes UK Million Steps profile page. Did you know someone is diagnosed with diabetes every two minutes? As many as 4.8 million people are living with diabetes in the UK right now. That's why this summer I'm taking steps for my own body and for everybody living with diabetes. For all the mums, dads, sisters, brothers, sons, daughters, grandparents, and best friends. Please hit the donate button and support my stepping challenge. Every step and every donation counts.</p>",0,0,,https://www.justgiving.com/paula1775,,0,100,Paula
,,,215199,"Diabetes UK",True,2022-04-15,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",1,1,"2022-04-15 5",https://www.justgiving.com/peagirl,2022-04-15,5,0,"Paula's page"
,,,801013,"London's Air Ambulance",False,2020-08-19,"<div><span><span><b>VIRTUAL ART EXHIBITION EXTENDED UNTIL SEPTEMBER 30TH - <br></b></span></span></div><div><span><span><b><br></b></span></span></div><div><span><span><b>And that means more time for us to raise more much-needed funds for the inspirational London's Air Ambulance</b>, a charity providing lifesaving treatment for the capital’s most critically injured patients - fast. </span></span><span><span>They've treated more than 40,000 seriously ill patients since 1989. They are true #londonheroes. You've probably seen their bright red helicopter racing across the London skies. <br></span></span></div><div><br><span><span></span></span></div><div><span><span></span></span></div><p><span><span></span><span>London's Air Ambulance rely on public donations and fundraising to keep flying.The 'A River Runs Through It' artists would love your support to help us beat the £1500 we raised at last year's show. <br></span></span></p><p><span><span><b><br></b></span></span></p><p><span><span><b>Here's how you can help us this year: </b>VISIT, WIN PRIZES, SIGN UP!<br></span></span></p><p><span><span><br></span></span></p><p><span><span><b>VISIT OUR VIRTUAL REALITY OXO GALLERY</b> and see our new London-art collections from until September 30th (www.ariverrunsthroughit.london), follow us on Instagram @ariverrunsthroughit2020 find out more). The artists will donate 10% of all sales to London's Air Ambulance.</span></span><br><span></span></p><p><strong></strong></p><p><span></span></p><p><span><span><b><br></b></span></span></p><p><span><span><b>DONATE TO WIN</b> art and great London-themed prizes in our <b>RIVER RAFFLE</b> runnning throughout the show. <br></span></span></p><p><span><span>Just £3 per entry, with no limit on the number of entries- the more you enter, the better your chances of winning! We will automatically enter you in the raffle when you donate through JustGiving, one entry for each £3 donation - <b>all we need is your email to let you know if you've won.&nbsp;</b></span></span><span><span></span></span></p><p><span><span>Prizes include meals at London restaurants, trips on Thames Rockets&nbsp; </span><span>boats, vouchers for London theatres, training sessions, art work from&nbsp; the artists and much more... &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <br></span></span></p><p><span><span></span></span><span><span> <b><br></b></span></span></p><p><span><span><b>WATCH TABISH KHAN'S ENTERTAINING ART TALK AGAIN. </b>Donate £5 and we'll send you the link to watch the talk again, with all profits going to London's Air Ambulance.<br></span></span></p><p><span><span>Join Londonist art critic, ArtCan Trustee and columnist for FAD magazine Tabish Khan to hear about <strong>""The Artist Who Ate A Corgi &amp; Other Stories” - London’s history through Art. </strong>Tabish's talks are seriously popular, so make sure you book tickets as soon as you can.</span> <br></span></p><p>And<b> watch the very special PRIVATE VIEW</b> again, hosted on Zoom by the Londonist's art critic Tabish Khan (@londonartcritic). Tabish takes you on a virtual VIP tour and chats to the artists. You'll also have an opportunity to hear about their incredible work from the London's Air Ambulance crew themselves. Visit www.ariverrunsthroughit.london to see the PV again. <br><span><span></span></span><span></span></p><p></p><p><span><span><br></span></span></p><p><span><span>This year's A River Runs Through It artists are LoveJordan, Ella Friere, Michael Wallner, Susan Bunn and Emma Reynolds. We're so grateful for any support you can give us and London's Air Ambulance. <br></span></span></p><p><span><span><br></span></span></p><p><span><span><b>ABOUT THE EXHIBITION</b><br></span></span></p><p><span><span><b>A River Runs Through It</b> is an artistic celebration of London, hosted <br>by a collective of London artists every September, attracting more than 16,000 visitors to gallery@oxo in the last five years.<br></span></span></p><p><span><span>This year, due to the pandemic, we are hosting the show in a superb virtual reality Oxo gallery, alongside a fantastic programme of online talks, meet the artist and instagram events, short films with London heroes, our popular River Raffle, and more...</span></span></p><p><span><span><i>And that's where we really need your help. </i></span></span></p><p><span><span>Without the regular 6,000 visitors to a 'real gallery' this year we're <br>working even harder to attract more people to view the show and in turn raise even more money for London's Air Ambulance. We'd love to top last year's total of £1,500.</span></span></p><p><span></span></p><p><span><span><b>Find out more about the show and the programme of events @ariverrunsthroughit2020 on Instagram. <br></b></span></span></p><p><span><span><b>(Email: ariverrunsthroughit2020@gmail.com)</b></span></span></p><p><span><span>Big thanks from Jonny, Sam, Ella, Michael, Susan and Emma</span></span></p><p><span><span>______________________________________________________________________<br></span></span></p><p></p><p><b>A reassuring message from the JustGiving team: </b><br></p><p>Thanks for taking the time to visit our JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",63,63,"2020-10-31 15/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-10-01 3/2020-09-30 3/2020-09-30 3/2020-09-19 3/2020-09-07 10/2020-09-06 30/2020-09-06 6/2020-09-06 6/2020-09-06 6/2020-09-06 15/2020-09-05 30/2020-09-05 10/2020-09-05 15/2020-09-04 3/2020-09-03 3/2020-09-03 3/2020-09-03 3/2020-09-03 30/2020-09-03 9/2020-09-03 10/2020-09-03 30/2020-09-02 12/2020-09-01 30/2020-09-01 10/2020-08-30 30/2020-08-27 5/2020-08-27 20/2020-08-27 15/2020-08-27 30/2020-08-26 9/2020-08-26 20/2020-08-23 3/2020-08-21 30/2020-08-21 20/2020-08-20 30/2020-08-19 6",https://www.justgiving.com/ARiverRunsThroughIt-LondonsAirAmbulance,2020-10-31,714,2000,"A River Runs Through It, a virtual exhibition of London art, EXTENDED TO SEPT 30TH"
,,,"HMRC Registered","6th East Paddington Brownies",True,2022-04-10,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",16,16,"2022-06-04 20/2022-05-31 10/2022-05-29 25/2022-05-17 30/2022-05-09 10/2022-05-08 10/2022-05-01 20/2022-04-29 40/2022-04-28 20/2022-04-28 10/2022-04-28 5/2022-04-28 20/2022-04-25 30/2022-04-24 50/2022-04-23 10/2022-04-11 20",https://www.justgiving.com/Heather-Mark-Cycle60,2022-06-04,330,0,"Heather & Mark cycle 60 Miles"
,,,1176579,"Morecambe Bay Foodbank",True,2022-05-13,"<p>We would love to see you all down at the Mazuma stadium the home of Morecambe football club. on Tuesday the 17th kick off is 5:30pm. There will be a raffle, hot food and the Bar will be open for beverages. Get yourself down to watch Neals Seals vs The Lancastrian squad. Every penny raised will go straight back into our local community via our local foodbanks.&nbsp;<br><span><br>“The foodbank was there when we really needed it, it was an absolute lifeline.”We don’t think anyone in our community should have to face going hungry. That’s why we provide three days’ nutritionally balanced emergency food and support to local people who are referred to us in crisis. We are part of a nationwide network of foodbanks, supported by The Trussell Trust, working to combat poverty and hunger across the UK.</span></p>",28,28,"2022-05-19 365/2022-05-19 10/2022-05-17 2/2022-05-17 4/2022-05-17 10/2022-05-17 5/2022-05-17 10/2022-05-17 10/2022-05-17 10/2022-05-17 10/2022-05-17 15/2022-05-17 10/2022-05-17 10/2022-05-17 20/2022-05-17 10/2022-05-17 10/2022-05-17 10/2022-05-17 4/2022-05-17 20/2022-05-17 10/2022-05-17 10/2022-05-17 10/2022-05-16 10/2022-05-16 10/2022-05-16 10/2022-05-16 20/2022-05-16 20/2022-05-13 20",https://www.justgiving.com/Matthew-Kitchen2,2022-05-19,665,0,"Matthew 's Charity Football Game at the Mazuma Stadium  page"
,,,280825,"Hospice Of St Francis (Berkhamsted)",True,2022-04-29,"The Hospice of St Francis helps 2,000 local people and their families, in Hertfordshire and Buckinghamshire, to live their precious lives well through improving symptoms, working with patients to achieve personal goals - helping them to feel safe - and anything from getting back to work, enjoying family time to walking the dogs again. The Hospice care takes many forms and their professional team plus dedicated, trained volunteers care for people with a wide range of illnesses including cancer, motor neurone disease, dementia, heart disease, lung disease and neurological illness.

The Hospice helps patients in their own home or here at the Hospice through 1:1 appointments or group sessions and on our Inpatient Unit.

They truly are a community Hospice, relying on your support to raise a majority of the over £5 million annually to fund our free care. Every penny is needed to do what we do.",29,29,"2022-05-16 5/2022-05-16 10/2022-05-14 50/2022-05-14 25/2022-05-14 20/2022-05-14 30/2022-05-14 15/2022-05-13 5/2022-05-13 30/2022-05-13 10/2022-05-13 10/2022-05-13 10/2022-05-13 5/2022-05-13 10/2022-05-12 10/2022-05-12 20/2022-05-11 40/2022-05-11 20/2022-05-09 5/2022-05-09 5/2022-05-09 5/2022-05-09 10/2022-05-08 10/2022-05-01 10/2022-05-01 20/2022-04-30 50/2022-04-30 20/2022-04-30 50/2022-04-29 10",https://www.justgiving.com/Joanne-Kitchen9,2022-05-16,520,500,"Cousins Bubble Rush team page"
