CharityAddress,CharityAreaOfBenefit,CharityAreaOfOperation,CharityId,CharityName,Complete,Created,Description,DonationCount,DonationDetailCount,Donations,Link,MostRecentDonation,Raised,Target,Title
,,,1173202,"Fallowfield & Withington Foodbank",True,2020-11-14,"<p>I am taking part in NCS and we are aiming to raise some money and awareness for food banks around Manchester.</p>",1,1,"2020-11-14 10",https://www.justgiving.com/ncs-food-bank,2020-11-14,10,70,"NCS food bank support"
,,,1110522,"The Trussell Trust",False,2019-11-28,"<div></div><div dir=""auto"">This festive season we’re building on the successes of the previous two years and raising money for the Trussell Trust — a brilliant charity that helps thousands of people in the UK feed their families in times of crisis via foodbanks. Last year, the Trussell Trust network gave out over 1.6 million three-day emergency food supplies to people in need, that’s a 19% increase on the previous financial year.</div><div dir=""auto""><br></div><div dir=""auto"">When we started raising money for the Trussell Trust in 2017, 13 million people were living below the poverty line. Two years on, this number has grown to 14 million. People are going hungry every day for a range of reasons, from benefit delays (due to a drastically underfunded switch to universal basic income) to receiving an unexpected bill on a low income. This number is growing for a multitude of reasons but the responsibility lies in the same place each time. Our current government is failing us.</div><div dir=""auto""><br></div><div dir=""auto"">Winter is always the busiest period for foodbanks, so we’d like your help to raise as much cash as possible. A tin of beans costs as little as 30p, so any donation you make however small or large will really help!</div><div dir=""auto""><br></div><div dir=""auto"">We wish that each year we wouldn't need to fundraise for this cause, it shouldn’t be down to the Trussell Trust (and many other similar organisations), there should be a system that supports and cares for people.</div><div dir=""auto""><br></div><div dir=""auto"">Please share this on all of your social platforms to help us achieve our goal. Then, on December the 12th please vote for a change — the right are failing us all, but most importantly, they're failing those who are in need of a social care system that works.</div><div dir=""auto""><br></div><div dir=""auto"">Thank you, we couldn’t do this without you!</div><div><br></div><div><div><div><div><font color=""#3a3a3a""></font></div></div></div></div>",74,74,"2020-10-25 15/2020-01-11 10/2019-12-24 15/2019-12-19 7/2019-12-19 10/2019-12-17 30/2019-12-16 10/2019-12-14 25/2019-12-14 20/2019-12-14 20/2019-12-14 20/2019-12-14 10/2019-12-13 20/2019-12-13 20/2019-12-12 10/2019-12-12 50/2019-12-11 20/2019-12-11 20/2019-12-11 20/2019-12-11 10/2019-12-10 10/2019-12-10 50/2019-12-10 10/2019-12-10 20/2019-12-10 20/2019-12-10 30/2019-12-09 20/2019-12-09 20/2019-12-07 20/2019-12-07 10/2019-12-06 25/2019-12-05 10/2019-12-05 5/2019-12-05 20/2019-12-03 20/2019-12-03 20/2019-12-03 5/2019-12-03 20/2019-12-02 25/2019-12-02 10/2019-12-01 20/2019-12-01 10/2019-11-30 15/2019-11-29 25/2019-11-29 10/2019-11-29 20/2019-11-29 40/2019-11-29 100/2019-11-29 10/2019-11-29 10/2019-11-29 20/2019-11-29 50/2019-11-29 10/2019-11-29 15/2019-11-29 20/2019-11-29 20/2019-11-29 20/2019-11-29 10/2019-11-29 20/2019-11-28 15/2019-11-28 30/2019-11-28 10/2019-11-28 10/2019-11-28 50",https://www.justgiving.com/Foodbank2019,2020-10-25,1522,1500,"Festive Food Bank Fundraiser 2019"
,,,1110522,"The Trussell Trust",False,2020-11-15,"<p>Its been a tough year! So, as now has become habit, we are asking you to give a little (or a lot!) to help those who are struggling to put food on the table.&nbsp;</p><p>Its not news that there have been many people who have been hit very hard by the COVID-19 pandemic. Its also not news that some of us have spent a good deal more time on zoom rather than waking up to those pesky bar tab notifications. So heres for a bit of redistribution!</p><p><span>Please give as much as you can this festive period to help raise some money for the Trussell Trust, the UKs biggest network of food banks. For more info on the organisation, here is their website: </span><a href=""https://www.trusselltrust.org""><span>https://www.trusselltrust.org</span></a><br></p><p><span>Some people love a stat, we know we do. So here are some numbers to help paint the picture:</span><br></p><p><span>— Between 1 April 2019 and 31 March 2020, the Trussell Trust’s food bank network distributed 1.9 million three-day emergency food supplies to people in crisis,</span><b> an 18% increase on the previous year</b><span>. More than 700,000 of these went to children.</span><br></p><p><span>— The Trussell Trust</span><b>’</b><span>s latest research, carried out with Heriot Watt University, estimates 846,000 parcels will need to be&nbsp;provided&nbsp;by the network&nbsp;to people in crisis&nbsp;during October to December 2020 – </span><b>a 61% increase on last year.</b></p><p><span>If you’re reading this and you’re thinking, ’damn, I am one of those people affected’ then please share this around instead of donating. The more people that see it, the more donations are made!</span></p><p><span>If you’re thinking, ’hey, I’m feeling flush’ then please give generously and share widely as the same applies - the more people that see it, the more donations are made!</span></p><p><span>We’re excited for the year when we can say food banks no longer need to exist… but in the mean time, thank you &lt;3<br></span></p><p><span>#ThisCanChange</span><br></p>",71,71,"2020-11-29 20/2020-11-28 25/2020-11-27 5/2020-11-27 35/2020-11-27 50/2020-11-27 10/2020-11-27 20/2020-11-27 10/2020-11-27 10/2020-11-27 15/2020-11-27 30/2020-11-27 200/2020-11-27 10/2020-11-27 10/2020-11-27 10/2020-11-27 5/2020-11-27 20/2020-11-27 100/2020-11-25 10/2020-11-25 10/2020-11-25 20/2020-11-25 10/2020-11-25 20/2020-11-25 20/2020-11-24 20/2020-11-24 60/2020-11-24 20/2020-11-24 20/2020-11-24 20/2020-11-23 50/2020-11-22 20/2020-11-22 10/2020-11-22 15/2020-11-21 50/2020-11-20 50/2020-11-20 50/2020-11-20 100/2020-11-19 50/2020-11-18 20/2020-11-18 10/2020-11-17 10/2020-11-17 10/2020-11-17 30/2020-11-17 10/2020-11-17 10/2020-11-17 30/2020-11-17 10/2020-11-17 20/2020-11-17 100/2020-11-16 20/2020-11-16 30/2020-11-16 50/2020-11-16 20/2020-11-16 10/2020-11-16 20/2020-11-16 10/2020-11-16 100/2020-11-15 50",https://www.justgiving.com/Xmas-Food-Bank-Fundraiser,2020-11-29,2199,3000,"Festive Foodbank Fundraiser"
,,,1158044,"Inspiring Grace",True,2020-11-20,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",2,2,"2020-11-20 2/2020-11-20 2",https://www.justgiving.com/Inspiring-grace,2020-11-20,4,30,"Inspiring Grace Food bank"
,,,1043985,"UCKG HelpCentre",True,2020-11-25,"<p></p><p>The UCKG HelpCentre is a UK charity dedicated to helping people live life to the full – physically, emotionally, and spiritually. We are highly adaptive, with a close ear to the ground and ready in identifying the needs of people, simply because helping them is what drives us! During the 2020 Pandemic, the HelpCentre has gone out of its way to help the needs of the community. So it will be great to announce I will be fundraising on their behalf.</p><p>This year I am helping the UCKG Help Centre to raise donations to support their 5 outreach project, called the 5 Alive. Which will enable us to help others to stay alive. All the donations will go towards keeping these 5 projects alive. &nbsp;&nbsp;<br><br>1. Food Bank - Helping  Many families keep food on the table especially during this pandemic.&nbsp; We have 3 food banks so far.<br><br>2. Soup Kitchen - Providing members of the society, homeless people, people sleeping rough with hot and warm food.<br>Helping 2000 people per month to get support. Aim to expand even more <br><br>3. Night Angels - Providing homeless people, people sleeping rough with essential hygiene products such as; &nbsp;toothpaste, toothbrush, soap, deodorant, etc. We have reached out to 450 Homeless Nationwide. <br><br>4. The 24Hr Helpline - free helpline offering help to all members of society.&nbsp;We currently receive over 100-200 calls per day.<br><br>5. Give Warmth - Providing clothes to the homeless such as;&nbsp;blankets, coats, socks, scarves, etc. To keep warm during these cold winter nights.&nbsp; Providing toys for the children at Hospitals and Hospices. As well as for young children of inmates.  Providing support to the elderly.<br><br>Please help me support the work of the UCKG Helpcentre as through this work many lives will be helped in these hard times.</p><p><br></p><p><br></p><p><br></p><p></p>",0,0,,https://www.justgiving.com/Kola-Aregbe,,0,1000,"Kola's Food Bank"
,,,1181773,"Skipton Baptist Church",True,2020-11-19,"We are still open and providing food parcels to people across Craven.

We are a community resource set up to help all of our local community at difficult times. We want to help all those in the Craven area.

Your support of this fundraiser will help us directly to feed people in Craven at this difficult time.

We are a very small charity - part of Skipton Baptist Church - and are run by volunteers, with a part-time paid manager. 

We will keep going until the last possible moment and are really praying that we can continue with your support.",12,12,"2020-11-27 10/2020-11-27 5/2020-11-27 10/2020-11-26 10/2020-11-26 5/2020-11-26 5/2020-11-26 10/2020-11-25 10/2020-11-25 10/2020-11-25 5/2020-11-24 20/2020-11-23 5",https://www.justgiving.com/ComputershareSkiptonFoodBank,2020-11-27,105,100,"Food Bank COVID-19 Appeal"
,,,1188494,"Humanity First UK",False,2020-11-27,"In the UK there has been a 23% increase in the use of food banks. With the devastating effect of the Coronavirus on peoples jobs and income, the reliance of food banks has become far more evident. Latest figures by Independent Food Aid Network (IFAN) show a 177% increase in the number of people supported with 3-day emergency food parcels compared to May of last year.

Humanity First has set up its first UK Food Bank in Mirfield, West Yorkshire. A further roll out of other food banks is expected later this year. With local support they have managed to distribute food parcels to individuals and families as well as other food banks and organisations reaching a large number of people. 

However, to increase and expand the operation much needed donations required. 

£25 could feed a family in the UK for a week
£50 could feed a family in the UK for 2 weeks
£100 could feed a family in the UK for a month

Please support our Food Bank effort and donate today!",6,6,"2020-11-29 20/2020-11-29 30/2020-11-28 10/2020-11-27 20/2020-11-27 30",https://www.justgiving.com/Fraser-Hoehle1,2020-11-29,120,500,"Fundraiser for HF Food Bank Appeal"
,,,1170815,"Mental Health UK",True,2020-10-16,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",0,0,,https://www.justgiving.com/My-January-Pledge,,0,1150,"Commercial Banking "
,,,1110522,"The Trussell Trust",True,2020-11-23,"<p><span>As a business, we have set a vision to be a force for good. We know that Covid-19 has had an impact on our society and as a responsible&nbsp;</span><span>business, we are committed to playing our part in&nbsp;</span><span>supporting the communities who need the most&nbsp;</span><span>help, and this is why we are launching the Novus&nbsp;</span><span>Food Bank Appeal.</span></p><p><span>Every Novus office across the country is taking part in collecting Food and donating to their local Food Bank in the build up to Christmas, however&nbsp;</span><span>Novus have many remote sites, we have operatives who work on their own, and we have many employees working from home during Covid, so physically making a donation of food might not be possible. This is why we have set up this&nbsp;</span><span>JustGiving </span><span>page were any Novus employee, or supply chain partner can make a donation to directly support a Food Distribution/Food Bank Charity that donate and distribute food to food banks across the country.</span></p><p><span>The Charity, The Trussell Trust who&nbsp;<span>support a nationwide network of food banks highlight that l</span>ast year, food banks in their network provided more than 1.6 million emergency food parcels to people in crisis. More than half a million of these went to children. It’s not right that people can’t afford the basics. With your help, we can help end the need for food banks. As a nation, we expect no one should be left hungry or destitute. Illness, disability, family breakdown or the loss of a job can happen to any of us. With your help #ThisCanChange</span><span><br></span></p>",0,0,,https://www.justgiving.com/NovusFoodBankAppeal,,0,1000,"Novus Food Bank Appeal"
,,,SC048112,"West Lothian Foodbank",True,2020-11-27,"<p>As a team we have decided to convert our £300 voucher's which we won through STS in to Aldi vouchers so we are able to give much needed items to the food bank during this difficult time. However, you know we prefer to do things above and beyond in this team... and we are now looking to raise any additional funds on top of this and give this directly to the food back.&nbsp;</p><p>Please chip in as little or as much as you can to reach our target!&nbsp;</p>",14,14,"2020-11-29 10/2020-11-29 30/2020-11-28 10/2020-11-28 10/2020-11-28 10/2020-11-28 10/2020-11-28 10/2020-11-28 10/2020-11-27 10/2020-11-27 20/2020-11-27 10/2020-11-27 10/2020-11-27 30/2020-11-27 10",https://www.justgiving.com/Chloe-Young13,2020-11-29,190,250,"The Hood's Food Bank Donations!"
