CharityAddress,CharityAreaOfBenefit,CharityAreaOfOperation,CharityId,CharityName,Complete,Created,Description,DonationCount,DonationDetailCount,Donations,Link,MostRecentDonation,Raised,Target,Title
,,,1110522,"The Trussell Trust",False,2019-11-28,"<div></div><div dir=""auto"">This festive season we’re building on the successes of the previous two years and raising money for the Trussell Trust — a brilliant charity that helps thousands of people in the UK feed their families in times of crisis via foodbanks. Last year, the Trussell Trust network gave out over 1.6 million three-day emergency food supplies to people in need, that’s a 19% increase on the previous financial year.</div><div dir=""auto""><br></div><div dir=""auto"">When we started raising money for the Trussell Trust in 2017, 13 million people were living below the poverty line. Two years on, this number has grown to 14 million. People are going hungry every day for a range of reasons, from benefit delays (due to a drastically underfunded switch to universal basic income) to receiving an unexpected bill on a low income. This number is growing for a multitude of reasons but the responsibility lies in the same place each time. Our current government is failing us.</div><div dir=""auto""><br></div><div dir=""auto"">Winter is always the busiest period for foodbanks, so we’d like your help to raise as much cash as possible. A tin of beans costs as little as 30p, so any donation you make however small or large will really help!</div><div dir=""auto""><br></div><div dir=""auto"">We wish that each year we wouldn't need to fundraise for this cause, it shouldn’t be down to the Trussell Trust (and many other similar organisations), there should be a system that supports and cares for people.</div><div dir=""auto""><br></div><div dir=""auto"">Please share this on all of your social platforms to help us achieve our goal. Then, on December the 12th please vote for a change — the right are failing us all, but most importantly, they're failing those who are in need of a social care system that works.</div><div dir=""auto""><br></div><div dir=""auto"">Thank you, we couldn’t do this without you!</div><div><br></div><div><div><div><div><font color=""#3a3a3a""></font></div></div></div></div>",73,73,"2020-01-11 10/2019-12-24 15/2019-12-19 7/2019-12-19 10/2019-12-17 30/2019-12-16 10/2019-12-14 25/2019-12-14 20/2019-12-14 20/2019-12-14 20/2019-12-14 10/2019-12-13 20/2019-12-13 20/2019-12-12 10/2019-12-12 50/2019-12-11 20/2019-12-11 20/2019-12-11 20/2019-12-11 10/2019-12-10 10/2019-12-10 50/2019-12-10 10/2019-12-10 20/2019-12-10 20/2019-12-10 30/2019-12-09 20/2019-12-09 20/2019-12-07 20/2019-12-07 10/2019-12-06 25/2019-12-05 10/2019-12-05 5/2019-12-05 20/2019-12-03 20/2019-12-03 20/2019-12-03 5/2019-12-03 20/2019-12-02 25/2019-12-02 10/2019-12-01 20/2019-12-01 10/2019-11-30 15/2019-11-29 25/2019-11-29 10/2019-11-29 20/2019-11-29 40/2019-11-29 100/2019-11-29 10/2019-11-29 10/2019-11-29 20/2019-11-29 50/2019-11-29 10/2019-11-29 15/2019-11-29 20/2019-11-29 20/2019-11-29 20/2019-11-29 10/2019-11-29 20/2019-11-28 15/2019-11-28 30/2019-11-28 10/2019-11-28 10/2019-11-28 50",https://www.justgiving.com/Foodbank2019,2020-01-11,1507,1500,"Festive Food Bank Fundraiser 2019"
,,,133179546,"Food Bank For New York City",True,2020-05-06,,0,0,,https://www.justgiving.com/Gareth-Fosberry,,0,5000,"Food Bank Appeal from EMS for NYC"
,,,1110522,"The Trussell Trust",False,2020-05-11,"<p>Three unassuming lads who drunkenly signed up to run a half marathon now find themselves going bald to shave mere seconds off of their 10K times. Why, you ask? For food banks. Unfortunately, the Hackney Half Marathon event this Sunday was cancelled (even though we would have been able to maintain a government sanctioned two metre lead), but we didn't want to throw a good thing away. Now more than ever there are vulnerable people in society that need your help if you're able to give it, and we would be immensely appreciative if you could donate the cost of that pint that you haven't been able to buy this week. We are each donating £20. Details on the Trussell Trust are as follows:</p><p></p><p>More and more people are being forced to use food banks because they cannot afford the basics in life. Last year, food banks in the Trussell Trusts network provided 1.6 million three-day emergency food parcels to people in crisis, with over 500,000 of these going to children. This was an increase of almost 20% on the previous year. Now, as the Coronavirus pandemic develops, its likely that increasing numbers of people will need support from their local food bank. As food bank staff and volunteers work to source and distribute food to people who need support, their resources are becoming increasingly stretched as they come under additional pressure. They are working closely with their network of over 1,200 food banks to work out how they can best support each food bank in the coming months to make sure that they're able to continue to help people in crisis in their local communities.</p><p></p><p><span>It's times like these that you learn to give again.&nbsp;</span><br></p><p>For a bonus - if we hit £200...</p><p>Andy <span>""I would only eat a scotch bonnet if you paid me £2000"" Donnan&nbsp;</span>will eat a whole habanero pepper (with milk)</p><p>Matt ""mushrooms are like slugs and make me gag"" Wright will eat three raw portobello mushrooms<br><br><span>Jack ""OoooO thats spicy"" Cundall will eat a whole brown onion raw</span><br></p>",34,35,"2020-05-17 10/2020-05-16 20/2020-05-15 50/2020-05-15 20/2020-05-15 15/2020-05-15 30/2020-05-15 10/2020-05-14 10/2020-05-14 20/2020-05-14 20/2020-05-14 10/2020-05-14 10/2020-05-14 20/2020-05-14 30/2020-05-14 30/2020-05-14 25/2020-05-14 10/2020-05-13 10/2020-05-13 20/2020-05-13 10/2020-05-13 10/2020-05-13 10/2020-05-13 10/2020-05-13 20/2020-05-13 10/2020-05-13 10/2020-05-13 10/2020-05-13 20/2020-05-13 20/2020-05-13 20/2020-05-13 10/2020-05-13 20",https://www.justgiving.com/hackney-half-dwc,2020-05-16,570,200,"Half Marathon for Food Banks"
,,,1104771,SMT,False,2020-05-10,"<p>My name is Charlie Morton and I am 8 years old and live in Liverpool. &nbsp;Lots of people are struggling during the Coronavirus because they have lost their jobs and may not have enough food for their families anymore. &nbsp;I wanted to help by raising money for them so their bodies can still have the right food to help them stay strong!</p><p>I will be cycling and running 50 km starting on Monday 11th of May and finishing on Sunday 17th May.</p><p>I hope you might have some spare money to donate to this cause!</p><p><br></p>",43,54,"2020-05-17 10/2020-05-17 30/2020-05-17 20/2020-05-17 20/2020-05-17 20/2020-05-17 20/2020-05-17 20/2020-05-17 10/2020-05-17 20/2020-05-17 20/2020-05-17 20/2020-05-14 20/2020-05-12 20/2020-05-11 10/2020-05-11 20/2020-05-11 20/2020-05-11 10/2020-05-11 10/2020-05-11 5/2020-05-11 5/2020-05-11 50/2020-05-11 10/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 20/2020-05-10 20/2020-05-10 10/2020-05-10 20/2020-05-10 10/2020-05-10 10/2020-05-10 5/2020-05-10 10/2020-05-10 10/2020-05-10 20/2020-05-10 5/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 5/2020-05-10 20/2020-05-10 20/2020-05-10 20/2020-05-10 10/2020-05-10 20/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 10",https://www.justgiving.com/Charlie-JJ-Morton,2020-05-14,565,100,"SMT Food Bank (UK)"
,,,1176579,"Morecambe Bay Foodbank",True,2020-05-12,"<p>I'm firing up the sewing machine, making Face masks for my friends so we don't get dirty looks in the supermarket and finally feeling justified in saving all those bits of random fabric!&nbsp;</p><p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",6,6,"2020-05-15 50/2020-05-13 10/2020-05-12 30/2020-05-12 30/2020-05-12 10/2020-05-12 20",https://www.justgiving.com/Suzi-Byrne,2020-05-15,150,100,"Suzi's Face Masks for Food Bank"
,,,1110522,"The Trussell Trust",False,2020-05-03,"<p>Last year, food banks in the Trussel Trust's network provided more than 1.6 million emergency food parcels to people in crisis. More than half a million of these went to children. It’s not right that people can’t afford the basics. Added to this, the ongoing Covid-19 pandemic has led to more people than ever before turning to food banks. With your help, we can help end the need for food banks. As a nation, we expect that no one should be left hungry or destitute. Illness, disability, family breakdown or the loss of a job can happen to any of us. With your help #ThisCanChange #foodbank #covid19 #trusseltrust #emsmove #elitemovingsystems<br></p>",1,1,,https://www.justgiving.com/EMS-Ltd,2020-05-11,20,5000,"EMS' Food Bank Appeal"
,,,1104771,SMT,False,2020-05-09,"<p>I have been following the news, and wanted to do something for all those people who have lost their jobs because of Covid-19. So, I am aiming to raise £1000 for Food Banks UK, by completing the fictional river journey along the Thames that the famous book Three Men in a Boat completed. The course is from Kingston-upon-Thames to Oxford. I will be simulating the 90mile journey on a rowing machine.&nbsp;</p>",5,6,"2020-05-17 50/2020-05-14 10/2020-05-12 100/2020-05-11 20/2020-05-11 50/2020-05-11 20",https://www.justgiving.com/Threemeninaboatrow,2020-05-14,200,1000,"SMT Food Bank (UK)"
,,,1104771,SMT,True,2020-05-10,"Save the Mothers Trust (SMT) jointly with Bradford Central Lions Club launched its Food Bank in March 2014 to provide food and support to those less fortunate and in need. The Food Bank is located at the SMT head office in Bradford, West Yorkshire. Since the launch of the Food Bank, it has served many individuals as well as families with young children who are suffering extreme hardships due to cut backs in the benefit system. Some of these people have not eaten for several days and have struggled due to the lack of basic amenities such as heating and electricity. We continuously require items to place in food parcels or cash donations to purchase them. We would appreciate your co-operation in achieving our goal to serve the needy, thereby gaining reward from Allah (SWT).
Donate from as little as £5 per month or £30 to provide one food parcel  ",0,0,,https://www.justgiving.com/Jacob-Miller16,,0,200,"SMT Food Bank (UK)"
,,,1110522,"The Trussell Trust",True,2020-05-11,"More and more people are being forced to use food banks because they cannot afford the basics in life. Last year, food banks in the Trussell Trusts network provided 1.6 million three-day emergency food parcels to people in crisis, with over 500,000 of these going to children. This was an increase of almost 20% on the previous year.

Now, as the Coronavirus pandemic develops, its likely that increasing numbers of people will need support from their local food bank. As food bank staff and volunteers work to source and distribute food to people who need support, their resources are becoming increasingly stretched as they come under additional pressure.

Were working closely with our network of over 1,200 food banks to work out how we can best support each food bank in the coming months to make sure that theyre able to continue to help people in crisis in their local communities.
",1,1,"2020-05-14 15",https://www.justgiving.com/Claire-King-Therapies,2020-05-14,15,200,"Claire King For Trussell Trust Food Banks"
,,,1110522,"The Trussell Trust",False,2020-05-05,"<p><span></span></p><p><span>I wanted to use my spare time and crafting skills to find a way to help in these uncertain times.</span><br></p><p><span>I have hand made these bookmarks from vintage fabric and fabric remnants. Get some for your lockdown reading. Or send some as a gift to your friends, lovers or book club buddies.</span><br></p><p><span>They are available in different prints including vintage, Liberty, Orla Kiely. (Recommended donation&nbsp;</span><b>£10 for 2</b><span>)</span></p><p>The donations will go towards The Trussell Trust who operate a network of food banks across the country, and aim to end hunger and poverty in the U.K. The use of food banks has increased as people continue to face the consequences of the current economic crisis. Your donations will help these food banks provide support to those in need. Thank you for your support.&nbsp;</p><p><span><b>Make sure to select the option to share your details with me so I can contact you for the delivery address. Or send me an e-mail at&nbsp;</b></span><b><a>bookmarks.fundraiser@gmail.com</a>.</b></p><p><b>U.K. and International deliveries are possible.</b></p><p><span>I cannot access your e-mail and address through the website so please remember to e-mail.&nbsp;</span><br></p><div>+ For gifts, I can print any messages you want to send along.<br><br>+ The colours and patterns sent will be a surprise, but if you have any requests feel free to include a note.</div><div><br></div><p>Thank you again!</p><div>More information about The Trussell Trust: The Trussell Trust, in conjunction with local communities, develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need, providing practical care and support. www.trusselltrust.org. Last year, food banks in our network provided more than 1.6 million emergency food parcels to people in crisis. More than half a million of these went to children. It’s not right that people can’t afford the basics. With your help, we can help end the need for food banks.As a nation, we expect no one should be left hungry or destitute. Illness, disability, family breakdown or the loss of a job can happen to any of us.&nbsp;</div><p><br></p><p><br></p><p></p>",8,8,"2020-05-14 30/2020-05-08 20/2020-05-08 20/2020-05-07 20/2020-05-07 10",https://www.justgiving.com/use-bookmarks,2020-05-14,285,1000,"Bookmarks for Food Banks"
