CharityAddress,CharityAreaOfBenefit,CharityAreaOfOperation,CharityId,CharityName,Complete,Created,Description,DonationCount,DonationDetailCount,Donations,Link,MostRecentDonation,Raised,Target,Title
,,,1110522,"The Trussell Trust",False,2019-11-28,"<div></div><div dir=""auto"">This festive season we’re building on the successes of the previous two years and raising money for the Trussell Trust — a brilliant charity that helps thousands of people in the UK feed their families in times of crisis via foodbanks. Last year, the Trussell Trust network gave out over 1.6 million three-day emergency food supplies to people in need, that’s a 19% increase on the previous financial year.</div><div dir=""auto""><br></div><div dir=""auto"">When we started raising money for the Trussell Trust in 2017, 13 million people were living below the poverty line. Two years on, this number has grown to 14 million. People are going hungry every day for a range of reasons, from benefit delays (due to a drastically underfunded switch to universal basic income) to receiving an unexpected bill on a low income. This number is growing for a multitude of reasons but the responsibility lies in the same place each time. Our current government is failing us.</div><div dir=""auto""><br></div><div dir=""auto"">Winter is always the busiest period for foodbanks, so we’d like your help to raise as much cash as possible. A tin of beans costs as little as 30p, so any donation you make however small or large will really help!</div><div dir=""auto""><br></div><div dir=""auto"">We wish that each year we wouldn't need to fundraise for this cause, it shouldn’t be down to the Trussell Trust (and many other similar organisations), there should be a system that supports and cares for people.</div><div dir=""auto""><br></div><div dir=""auto"">Please share this on all of your social platforms to help us achieve our goal. Then, on December the 12th please vote for a change — the right are failing us all, but most importantly, they're failing those who are in need of a social care system that works.</div><div dir=""auto""><br></div><div dir=""auto"">Thank you, we couldn’t do this without you!</div><div><br></div><div><div><div><div><font color=""#3a3a3a""></font></div></div></div></div>",73,73,"2020-01-11 10/2019-12-24 15/2019-12-19 7/2019-12-19 10/2019-12-17 30/2019-12-16 10/2019-12-14 25/2019-12-14 20/2019-12-14 20/2019-12-14 20/2019-12-14 10/2019-12-13 20/2019-12-13 20/2019-12-12 10/2019-12-12 50/2019-12-11 20/2019-12-11 20/2019-12-11 20/2019-12-11 10/2019-12-10 10/2019-12-10 50/2019-12-10 10/2019-12-10 20/2019-12-10 20/2019-12-10 30/2019-12-09 20/2019-12-09 20/2019-12-07 20/2019-12-07 10/2019-12-06 25/2019-12-05 10/2019-12-05 5/2019-12-05 20/2019-12-03 20/2019-12-03 20/2019-12-03 5/2019-12-03 20/2019-12-02 25/2019-12-02 10/2019-12-01 20/2019-12-01 10/2019-11-30 15/2019-11-29 25/2019-11-29 10/2019-11-29 20/2019-11-29 40/2019-11-29 100/2019-11-29 10/2019-11-29 10/2019-11-29 20/2019-11-29 50/2019-11-29 10/2019-11-29 15/2019-11-29 20/2019-11-29 20/2019-11-29 20/2019-11-29 10/2019-11-29 20/2019-11-28 15/2019-11-28 30/2019-11-28 10/2019-11-28 10/2019-11-28 50",https://www.justgiving.com/Foodbank2019,2020-01-11,1507,1500,"Festive Food Bank Fundraiser 2019"
,,,1110522,"The Trussell Trust",True,2020-10-15,"<p>Last year, food banks in The Trussell Network provided more than 1.6 million emergency food parcels to people in crisis. More than half a million of these went to children. It’s not right that people can’t afford the basics. Also, with your help, TTT can help end the need for food banks. As a nation, we expect no one should be left hungry or destitute. Illness, disability, family breakdown or the loss of a job can happen to any of us. With your help #ThisCanChange</p>",0,0,,https://www.justgiving.com/help-food-banks-this-winter,,0,5000,"Helping Food Banks this Winter"
,,,SC022140,"Mary’s Meals",False,2020-10-16,"<p></p><p>We are the Juku Food Co. – a Scottish street food retailer with a difference. Our mission is to celebrate great street food and the cultures that inspire it.</p><div><br></div><div>To do that, we actively raise money and donate a percentage of our profits towards causes that help to provide food to those who need it most as well as projects that support street food entrepreneurs. We call it '<i>cooking for change</i>.'<p></p></div>",1,1,,https://www.justgiving.com/Juku-Food-Co,2020-10-16,20,1000,"Mary's Meals donation appeal"
,,,801819,Pecan,False,2020-10-07,"<p></p><p>On Saturday 17th October Daniel and Bernie are running a marathon around the streets of London, on a course of our design. Big city marathons have been cancelled so we decided to set ourselves this goal and to raise money for Southwark foodbank, to help local people experiencing hardship.</p><p><br></p><p></p>",46,46,"2020-10-18 20/2020-10-18 20/2020-10-18 100/2020-10-18 10/2020-10-17 20/2020-10-17 30/2020-10-17 20/2020-10-17 20/2020-10-17 30/2020-10-17 30/2020-10-17 30/2020-10-17 25/2020-10-16 5/2020-10-16 20/2020-10-16 10/2020-10-16 30/2020-10-16 50/2020-10-16 10/2020-10-16 50/2020-10-15 20/2020-10-15 25/2020-10-14 10/2020-10-12 20/2020-10-11 25/2020-10-11 30/2020-10-11 50/2020-10-11 10/2020-10-11 20/2020-10-10 25/2020-10-10 10/2020-10-09 25/2020-10-09 20/2020-10-09 50/2020-10-09 20/2020-10-09 20/2020-10-09 10/2020-10-08 20/2020-10-08 50/2020-10-08 10",https://www.justgiving.com/Daniel-Watson36,2020-10-18,1444,1000,"Daniel and Bernie's marathon for Southwark foodbank"
,,,1167961,BBF,False,2020-10-08,"<p>Help to raise funds for Bromley Borough Foodbank by giving at Harvest Time.&nbsp;</p>",62,62,"2020-10-15 20/2020-10-15 20/2020-10-14 20/2020-10-14 20/2020-10-13 10/2020-10-12 100/2020-10-12 25/2020-10-12 10/2020-10-11 30/2020-10-11 10/2020-10-11 20/2020-10-11 10/2020-10-11 100/2020-10-11 10/2020-10-10 10/2020-10-10 20/2020-10-10 20/2020-10-09 50/2020-10-09 10/2020-10-09 10/2020-10-09 10/2020-10-09 20/2020-10-08 20/2020-10-08 15/2020-10-08 20/2020-10-08 10/2020-10-08 10/2020-10-08 5/2020-10-08 20/2020-10-08 30/2020-10-08 30/2020-10-08 30/2020-10-08 10/2020-10-08 10/2020-10-08 30/2020-10-08 30/2020-10-08 10/2020-10-08 30/2020-10-08 10/2020-10-08 30/2020-10-08 10/2020-10-08 30/2020-10-08 20/2020-10-08 10/2020-10-08 20/2020-10-08 10/2020-10-08 50/2020-10-08 20",https://www.justgiving.com/BabingtonHouseHarvest,2020-10-15,1322,500,"Babington harvest donation "
,,,1110522,"The Trussell Trust",False,2020-10-09,"<p>Last year, food banks in our network provided more than 1.6 million emergency food parcels to people in crisis. More than half a million of these went to children. It’s not right that people can’t afford the basics. With your help, we can help end the need for food banks. As a nation, we expect no one should be left hungry or destitute. Illness, disability, family breakdown or the loss of a job can happen to any of us. With your help #ThisCanChange</p><p>At Barking Abbey School, we decided as a class to raise money and food for food banks across the U.K. We came together because we feel as though the government does not do enough to support food banks and the people who rely on them. Many food banks are undersupplied, therefore they have to send families away empty handed.&nbsp;</p><p>Any support and donations would be highly appreciated, at a time like this during the coronavirus pandemic. Let's try to help as many families possible!</p><p><br></p><p><br></p>",2,2,"2020-10-15 3",https://www.justgiving.com/N-Bawla,2020-10-15,6,250,"Year 11 Barking Abbey - Food Bank Funding"
,,,1168898,"Harbour Church Portsmouth",True,2020-04-09,"Our Food Bank will be open more frequently over the next few weeks. We will be open at our Gunwharf location from 11am-12noon Monday-Thursday and our usual time of 4-6pm on Thursdays.

We are open for those with Trussell trust food bank vouchers, as well as anybody else who is struggling to access basic food and household items. Alongside being able to access the food bank during our opening hours, people are able to email or call to request a food parcel delivered to their front door.

If you are able, we need donations! Tinned goods, pasta, loo roll, rice, cereal, jarred sauces, UTH milk and more. You can bring in donations during any of our opening hours.

Money that you donate will allow us to keep up our stocks of food and toiletries which are making a huge difference to those in our City who need it.",0,0,,https://www.justgiving.com/Stuart-Madgwick3,,0,0,"Food Bank"
,,,1110522,"The Trussell Trust",True,2020-06-18,"Last year, food banks in our network provided more than 1.6 million emergency food parcels to people in crisis. More than half a million of these went to children. It’s not right that people can’t afford the basics. With your help, we can help end the need for food banks.

As a nation, we expect no one should be left hungry or destitute. Illness, disability, family breakdown or the loss of a job can happen to any of us. With your help #ThisCanChange",2,2,"2020-06-19 50/2020-06-18 210",https://www.justgiving.com/Bridget-Kelly2,2020-06-19,260,1350,"Food banks"
,,,1152387,"Colchester Foodbank",True,2017-10-31,"<p>Thanks for taking the time to visit my JustGiving page.</p><p>Donating through JustGiving is simple, fast and totally secure. Your details are safe with JustGiving - they'll never sell them on or send unwanted emails. Once you donate, they'll send your money directly to the charity. So it's the most efficient way to donate - saving time and cutting costs for the charity.</p>",0,0,,https://www.justgiving.com/Laszlo-Szilagyi,,0,750,"food banking"
,,,1168898,"Harbour Church Portsmouth",True,2020-04-09,"Our Food Bank will be open more frequently over the next few weeks. We will be open at our Gunwharf location from 11am-12noon Monday-Thursday and our usual time of 4-6pm on Thursdays.

We are open for those with Trussell trust food bank vouchers, as well as anybody else who is struggling to access basic food and household items. Alongside being able to access the food bank during our opening hours, people are able to email or call to request a food parcel delivered to their front door.

If you are able, we need donations! Tinned goods, pasta, loo roll, rice, cereal, jarred sauces, UTH milk and more. You can bring in donations during any of our opening hours.

Money that you donate will allow us to keep up our stocks of food and toiletries which are making a huge difference to those in our City who need it.",0,0,,https://www.justgiving.com/Stuart-Madgwick2,,0,0,"Food Bank"
